"date","maxtp","mintp","gmin","rain","cbl","wdsp","hm","ddhm","hg","sun","g_rad","soil","pe","evap","smd_wd","smd_md","smd_pd","year","month","season"
2008-05-31,21.4,6.5,4.5,0,1007.4,4.2,10,120,14,14.9,2818,19.25,4,5.4,44.9,44.9,47.3,2008,"May",NA
2008-06-01,18.5,6.7,4.8,0,1006.5,6.7,14,50,19,9.3,2478,19.2,3.2,4.7,46.8,46.8,49.3,2008,"Jun",NA
2008-06-02,18.6,6.5,4.8,0,1002.5,5.2,15,270,19,10.9,2708,19.95,3.6,5.1,48.9,48.9,51.5,2008,"Jun",NA
2008-06-03,18.4,9.8,8.7,0,1003.2,10.5,17,270,23,14.4,2555,19.45,4,5.8,51.1,51.1,53.8,2008,"Jun",NA
2008-06-04,15.3,8.9,4.8,10.7,1003.7,8.3,15,150,19,2.8,928,16.225,1.9,2.6,41.4,41.4,44.2,2008,"Jun",NA
2008-06-05,12.3,4.8,3.2,1.7,1006.4,5,9,40,12,0.1,883,13.525,1.4,1.9,40.6,40.6,43.4,2008,"Jun",NA
2008-06-06,17,7.3,6.7,0,1009,8.9,13,260,19,11.4,2477,14.775,3.4,5.1,42.7,42.7,45.6,2008,"Jun",NA
2008-06-07,18.6,6.6,5.2,0,1011.8,7.1,13,130,19,12.8,2481,16.95,3.4,4.9,44.8,44.8,47.8,2008,"Jun",NA
2008-06-08,18.9,9.2,5.8,0,1014.8,5.2,10,240,12,2.2,1488,17.575,2.5,3.4,46.3,46.3,49.4,2008,"Jun",NA
2008-06-09,22.3,10.7,8.5,0,1015.6,12.5,21,260,27,10.4,2412,19.25,3.9,5.8,48.5,48.5,51.7,2008,"Jun",NA
2008-06-10,20,12.2,11.7,0,1017,10.6,15,280,21,11.7,2245,19.575,4,5.6,50.8,50.8,54.1,2008,"Jun",NA
2008-06-11,16.3,9.7,11.4,2.8,1014.2,7.4,12,290,17,1,1133,17.475,2,2.8,49,49,52.4,2008,"Jun",NA
2008-06-12,15.7,5.6,6.6,0,1012.2,9.5,15,10,20,4.9,1535,15.325,2.5,3.6,50.4,50.4,53.8,2008,"Jun",NA
2008-06-13,16.1,6.8,2.6,0,1009.7,8.2,15,300,22,5.7,1705,15.55,2.8,4,51.9,51.9,55.4,2008,"Jun",NA
2008-06-14,16.5,4.8,2.5,0,1006.3,7.2,14,290,19,7.3,1821,15.85,2.8,4,53.4,53.4,56.9,2008,"Jun",NA
2008-06-15,15.2,3.4,0.7,0.3,1003.3,6,11,330,16,3.9,1482,15.45,2.2,3.1,54.2,54.2,57.8,2008,"Jun",NA
2008-06-16,15.9,2.9,0.3,0,1002.2,6.8,12,330,18,5.3,1851,15.45,2.7,3.9,55.6,55.6,59.2,2008,"Jun",NA
2008-06-17,17.7,9.6,8.4,5.2,997.3,11.3,21,230,33,4.5,1814,16.125,3.1,4.5,51.9,51.9,55.6,2008,"Jun",NA
2008-06-18,15.6,9.4,9.9,14.7,990.7,10.3,19,220,29,2.5,996,14.65,1.8,2.6,38.2,38.2,41.8,2008,"Jun",NA
2008-06-19,17.4,8,7,4.9,996.4,13,22,280,31,9.1,2015,13.75,2.9,4.6,35.2,35.2,38.9,2008,"Jun",NA
2008-06-20,17.8,7.4,6.3,0,1005,8.4,13,130,19,14.9,2627,14.6,3.9,5.6,37.8,37.8,41.7,2008,"Jun",NA
2008-06-21,16.3,8.2,5.9,19.3,998.3,9.2,18,200,27,0.3,517,13.8,1.1,1.6,19.2,19.2,23.1,2008,"Jun",NA
2008-06-22,15.7,9.1,9.8,2.9,994.6,21.6,37,260,48,6.5,1604,13.7,2.1,3.9,18,18,22,2008,"Jun",NA
2008-06-23,16.5,7,6,2.5,1007.5,7,13,260,18,2.6,1513,13.5,2.2,3.2,17.4,17.4,21.4,2008,"Jun",NA
2008-06-24,15.1,10.2,9.4,2.3,1002.2,10.4,18,150,26,0.5,958,14.2,1.8,2.6,16.6,16.6,20.7,2008,"Jun",NA
2008-06-25,18.6,11.3,11.1,0.4,998.8,17.5,31,250,41,10.1,2291,14.875,3.8,6,19.4,19.4,23.7,2008,"Jun",NA
2008-06-26,14.5,10,10.1,6.3,1002,12.6,20,250,28,1.4,891,14.075,1.6,2.5,14.4,14.4,18.8,2008,"Jun",NA
2008-06-27,19.5,8.8,7.8,0.3,1001.9,12.5,23,250,32,0.9,1149,14.325,1.9,3,15.8,15.8,20.3,2008,"Jun",NA
2008-06-28,18.8,12.5,12.9,0.5,1003.6,13.1,21,240,28,2,1359,15.525,2.7,3.9,17.6,17.6,22.2,2008,"Jun",NA
2008-06-29,18.8,10.8,9.6,1.6,1004.1,13.8,23,260,30,8.2,2115,15.625,3.6,5.4,19.1,19.1,23.8,2008,"Jun",NA
2008-06-30,19.8,11.6,10.6,0,1003.5,11.5,20,180,28,4.1,1814,16.975,3.4,4.8,21.9,21.9,26.7,2008,"Jun",NA
2008-07-01,17.2,12.4,14.1,0.3,996.2,13.2,22,170,33,1.1,712,16.1,2.1,2.9,23.3,23.3,28.2,2008,"Jul",NA
2008-07-02,17.8,9.2,9.7,3.2,993.2,7.9,16,200,24,4.6,1250,15.7,2.2,3.1,21.8,21.8,26.8,2008,"Jul",NA
2008-07-03,14.6,9.2,7.8,14.4,998.2,6.7,17,270,20,0.3,943,14.8,1.5,2.1,8.6,8.6,13.6,2008,"Jul",NA
2008-07-04,17.2,6.9,5.1,1.8,1000,10,17,80,24,8.4,2395,15.675,3,4.7,9.6,9.6,14.7,2008,"Jul",NA
2008-07-05,17.9,12,11.4,33.5,992.2,14.5,20,80,27,5.9,1907,15.9,2.8,4.5,0,-10,-10,2008,"Jul",NA
2008-07-06,17,10.7,11.2,7.5,986.5,9.3,16,30,21,8,1999,15.875,2.7,4.2,0,-4.8,-10,2008,"Jul",NA
2008-07-07,18.7,10.4,9.5,0.7,989.5,11.2,17,320,25,4.9,1617,16.025,3,4.2,2.3,2.3,-7.2,2008,"Jul",NA
2008-07-08,18.4,10,8.8,0,996.3,14.1,23,250,31,7.8,2150,15.9,3.7,5.5,5.8,5.8,-3.2,2008,"Jul",NA
2008-07-09,16.7,10.6,7.5,5.8,994.2,10.8,17,100,24,0.6,642,15.3,1.3,1.9,1.3,1.3,-7.5,2008,"Jul",NA
2008-07-10,16.6,12,12.1,11.2,990.7,11.4,20,240,29,1.1,890,15.3,1.6,2.4,0,-8.3,-10,2008,"Jul",NA
2008-07-11,15.7,9.6,9,0.2,996.4,11.3,20,320,27,2.2,1314,14.35,2.3,3.4,2.1,2.1,-7.4,2008,"Jul",NA
2008-07-12,16.5,7.6,8.6,1.5,1001.2,9.7,17,290,21,3.5,1578,14.125,2.2,3.4,2.8,2.8,-6.3,2008,"Jul",NA
2008-07-13,20.2,4.6,2.2,0,1004.3,7.2,12,240,18,12.4,2461,16.325,3.3,4.9,6,6,-2.6,2008,"Jul",NA
2008-07-14,21.6,15,14.8,0,1009.5,12.2,17,250,21,2.3,1386,18.275,2.8,3.9,8.7,8.7,0.3,2008,"Jul",NA
2008-07-15,20.9,12,14,0,1013.2,15.6,25,260,31,8.7,1990,18.9,3.4,5.2,11.8,11.8,3.6,2008,"Jul",NA
2008-07-16,16.4,11.9,11,0.3,1011,15.1,20,260,26,0.7,1045,16.45,2.3,3.3,13.5,13.5,5.6,2008,"Jul",NA
2008-07-17,16.9,12.4,11.3,0.6,1003.8,14.4,21,280,30,0.8,1025,15.8,2,3,14.6,14.6,6.9,2008,"Jul",NA
2008-07-18,19,13.3,12.5,0.2,997.8,16,22,260,30,1.9,1211,16.525,2.1,3.3,16.2,16.2,8.9,2008,"Jul",NA
2008-07-19,18.5,9.3,10.9,0.2,1001.3,15,22,290,32,8.6,2069,16.85,3.2,5,18.8,18.8,11.9,2008,"Jul",NA
2008-07-20,18.6,7.8,5.7,0,1011.8,10.9,18,300,26,10.6,2183,16.575,3.3,4.9,21.5,21.5,15.1,2008,"Jul",NA
2008-07-21,19.3,5.8,2.3,0,1015.8,10.5,16,260,22,6.7,2071,16.725,2.7,4.3,23.7,23.7,17.7,2008,"Jul",NA
2008-07-22,20.7,14,13.1,0,1015.2,9.8,18,240,24,0.8,1279,18.45,2.5,3.4,25.7,25.7,20,2008,"Jul",NA
2008-07-23,19.2,12.3,11,0,1012,7.7,14,120,17,6.4,2085,20.225,2.9,4.3,27.9,27.9,22.6,2008,"Jul",NA
2008-07-24,20.4,12.7,12.4,0,1005.2,6,10,80,14,1.5,1145,19.425,2.1,2.8,29.5,29.5,24.5,2008,"Jul",NA
2008-07-25,20.4,14.8,14.2,1.3,999.9,5.6,11,260,14,1.4,724,18.525,1.7,2.2,29.4,29.4,24.6,2008,"Jul",NA
2008-07-26,21,12.6,12,0,1004.8,7.5,14,130,21,5.6,1982,19.65,3.2,4.4,31.7,31.7,27.3,2008,"Jul",NA
2008-07-27,21,10.1,7.3,0,1007.4,6.2,13,140,19,10.5,2286,20.85,3.4,4.7,34.1,34.1,30.1,2008,"Jul",NA
2008-07-28,22.1,10.4,8.2,0.2,1003.2,7.5,13,80,18,11.1,2170,21.225,3.2,4.6,36.1,36.1,32.5,2008,"Jul",NA
2008-07-29,20.6,14,15.2,5.1,997.2,10.3,17,130,23,7.7,2007,20.925,3.3,4.7,33.2,33.2,29.9,2008,"Jul",NA
2008-07-30,21.8,13.6,12.6,11.1,998.7,11.8,19,140,28,4.4,1430,19.475,2.6,3.8,24,24,20.9,2008,"Jul",NA
2008-07-31,16.9,12.6,13.6,12.3,996.2,13.1,20,140,29,0.1,430,17.475,1,1.5,12.5,12.5,9.5,2008,"Jul",NA
2008-08-01,19.5,10.3,7.8,8.6,994.5,9.3,20,240,27,6.4,1414,16.25,2.3,3.3,5.9,5.9,3.2,2008,"Aug",NA
2008-08-02,20.5,13.1,11.5,1.6,998,10.8,18,240,26,7.1,1853,16.925,3.2,4.6,7.4,7.4,4.9,2008,"Aug",NA
2008-08-03,18.6,13.1,11.8,0.5,996.9,10.4,17,260,23,6.6,1485,16.775,2.8,3.9,9.4,9.4,7.1,2008,"Aug",NA
2008-08-04,18.9,13.4,12.7,0.1,998.5,8.4,16,260,19,4,1413,17.45,2.5,3.5,11.6,11.6,9.5,2008,"Aug",NA
2008-08-05,18.1,12.7,11.5,7.8,998.4,9.5,18,90,25,0,648,16.7,1.3,1.8,5,5,3,2008,"Aug",NA
2008-08-06,20.6,13.7,13.8,23.8,995.3,6.9,15,140,21,3.4,1050,17.475,1.9,2.6,0,-10,-10,2008,"Aug",NA
2008-08-07,17.3,12.2,10.1,3.7,997.5,10.2,19,330,26,0,647,16.25,1.4,2,0,-2.3,-10,2008,"Aug",NA
2008-08-08,17.4,9.6,9.5,0.4,1003.2,6.5,12,290,18,4.4,1578,15.95,2.4,3.4,2,2,-7.5,2008,"Aug",NA
2008-08-09,21.5,13.2,7.7,76.2,993.5,10.9,23,260,32,2.4,1032,16.75,2.1,3,0,-10,-10,2008,"Aug",NA
2008-08-10,18.1,12.3,10.7,1.5,986.8,16.2,24,260,32,6.2,1649,15.8,2.4,3.9,0.9,0.9,-8.6,2008,"Aug",NA
2008-08-11,18.5,12.4,11.4,10.2,983.1,13,21,240,27,1.8,1213,15.975,2.4,3.4,0,-6.9,-10,2008,"Aug",NA
2008-08-12,15.2,10.3,11.4,22.8,977.5,9,17,260,22,1.2,859,14.975,1.4,2.1,0,-10,-10,2008,"Aug",NA
2008-08-13,19,7,4.4,1.4,987.7,10.8,23,260,31,4.7,1261,14.325,2.1,3.1,0.7,0.7,-8.8,2008,"Aug",NA
2008-08-14,19.2,9.8,8.6,0,999,9.6,16,240,22,9.6,1919,15.175,3.2,4.4,3.9,3.9,-5.2,2008,"Aug",NA
2008-08-15,17.7,11.9,9.2,0.6,998.9,10.4,15,150,23,2.5,1197,15.55,2.3,3.2,5.5,5.5,-3.2,2008,"Aug",NA
2008-08-16,15.9,11.8,11.9,17.1,990.4,13.6,26,140,36,1.5,NA,14.825,1.1,1.6,0,-10,-10,2008,"Aug",NA
2008-08-17,18.4,11,10,1.1,988.2,12.7,21,140,28,2,NA,15.1,2.1,3,1,1,-8.5,2008,"Aug",NA
2008-08-18,18.1,12.9,11.8,5.5,982.7,11.7,19,140,29,2.4,NA,15.75,2.6,4,0,-2,-10,2008,"Aug",NA
2008-08-19,18.4,12.2,10.8,1.1,989.8,11.7,19,270,26,0.8,840,15.6,1.7,2.4,0.6,0.6,-8.9,2008,"Aug",NA
2008-08-20,18,13.3,12.2,0,997.3,8.5,14,240,20,2.6,1114,15.825,2.1,2.8,2.6,2.6,-6.4,2008,"Aug",NA
2008-08-21,18.9,10.3,12.7,0.4,1002.7,7.4,12,320,16,5.4,1167,16.175,2.1,2.9,4.3,4.3,-4.4,2008,"Aug",NA
2008-08-22,17.6,9.5,7.9,0,1007.1,8.9,15,280,20,5,1259,15.025,2.3,3.1,6.5,6.5,-1.9,2008,"Aug",NA
2008-08-23,16.4,9.7,5.5,3.6,999.6,7.8,17,250,26,0.9,654,14.3,1.2,1.7,4,4,-4.2,2008,"Aug",NA
2008-08-24,19.5,11.4,9.6,0,993.7,12.4,18,230,24,10.4,2031,16.1,2.9,4.4,6.8,6.8,-1.1,2008,"Aug",NA
2008-08-25,18,14.1,12.8,0.7,997.6,15.2,24,230,33,0.2,636,16.075,1.7,2.4,7.7,7.7,-0.1,2008,"Aug",NA
2008-08-26,19.6,14.1,13.2,0.7,1004.9,12.8,21,240,29,0.1,566,16.125,1.6,2.2,8.5,8.5,0.8,2008,"Aug",NA
2008-08-27,17.5,14.9,14.3,0.2,1008.6,14.8,22,260,29,0.2,550,16.075,1.6,2.2,9.7,9.7,2.2,2008,"Aug",NA
2008-08-28,21.3,14.5,14.3,0,1009.8,12,17,250,23,5,1152,17.225,2.2,3.1,11.7,11.7,4.4,2008,"Aug",NA
2008-08-29,18.1,13.3,12.4,0,1008.3,5.5,11,140,14,0.3,647,17.525,1.2,1.6,12.8,12.8,5.6,2008,"Aug",NA
2008-08-30,17.9,10.5,8.4,0,1003.5,5.8,12,220,17,0.4,637,16.575,1.2,1.6,13.8,13.8,6.8,2008,"Aug",NA
2008-08-31,18.2,10.4,10.2,0.3,999.7,7.6,13,220,18,3.1,1026,16.15,2,2.6,15.2,15.2,8.5,2008,"Aug",NA
2008-09-01,18.1,9.6,6.9,3.4,994.8,10.1,20,260,25,8.2,1516,15.475,2.5,3.5,14,14,7.5,2008,"Sep",NA
2008-09-02,16.2,8.8,5.6,3.3,987.7,9.9,18,260,24,6.7,1189,13.75,1.9,2.8,12.3,12.3,6.1,2008,"Sep",NA
2008-09-03,15.8,8.9,7.4,6.3,984.5,15.1,26,220,39,4.6,1040,12.475,2,3,7.8,7.8,1.9,2008,"Sep",NA
2008-09-04,16.9,9.1,8.8,0.1,985,8.1,13,240,19,6.2,1383,13.65,2.2,3.1,9.8,9.8,4,2008,"Sep",NA
2008-09-05,15.6,7.7,4,43.5,980.7,15.3,24,50,37,0.1,435,13.35,0.8,1.4,0,-10,-10,2008,"Sep",NA
2008-09-06,14.9,9.1,11.3,6.7,988.5,16.1,22,20,33,0.5,665,13.375,1.2,1.9,0,-5.5,-10,2008,"Sep",NA
2008-09-07,17,7,5.8,0,998.8,7.5,12,300,15,5.1,1283,12.775,1.9,2.6,1.9,1.9,-7.6,2008,"Sep",NA
2008-09-08,17.7,8.9,6.2,0,1000,7.8,14,150,19,4.6,1146,14.05,2,2.7,3.9,3.9,-5.2,2008,"Sep",NA
2008-09-09,19.2,10.6,11.7,8,992,17.5,26,230,38,3.4,876,14.4,1.8,2.6,0,-2.4,-10,2008,"Sep",NA
2008-09-10,17.4,9.1,6.7,2.8,989.1,12.5,21,150,29,0.6,410,12.825,1.2,1.7,0,-1.6,-10,2008,"Sep",NA
2008-09-11,17.1,10.7,11.9,1.9,989.9,13.2,21,260,31,2.3,825,13.725,1.6,2.3,0,-0.3,-9.8,2008,"Sep",NA
2008-09-12,18.2,10.2,8.3,0.9,1002.2,7,12,280,15,2.9,1056,14.025,1.7,2.3,0.8,0.8,-8.5,2008,"Sep",NA
2008-09-13,18.8,9.2,6.8,0.1,1009,5.7,11,260,13,9.2,1509,15.025,2,2.8,2.7,2.7,-6.2,2008,"Sep",NA
2008-09-14,15.4,10,7.6,11.3,1011.5,9.5,17,130,25,0,549,14.625,0.9,1.4,0,-7.7,-10,2008,"Sep",NA
2008-09-15,15.6,11.4,11.4,7.1,1011.8,7.5,12,290,15,0,458,14.4,0.9,1.3,0,-6.2,-10,2008,"Sep",NA
2008-09-16,13.2,11.1,10,1.9,1013,7.2,11,320,17,0,229,13.175,0.7,1,0,-1.2,-10,2008,"Sep",NA
2008-09-17,13.7,8.5,7.2,0,1012.3,6.8,12,260,15,0,636,12.925,1,1.4,1,1,-8.5,2008,"Sep",NA
2008-09-18,17.3,7.1,2.9,0.9,1012,7.3,13,240,17,6,1237,13.325,1.7,2.4,1.8,1.8,-7.3,2008,"Sep",NA
2008-09-19,16.6,11.8,10.9,0,1015.9,8.2,14,240,18,0.2,818,14.275,1.4,1.9,3.2,3.2,-5.5,2008,"Sep",NA
2008-09-20,19.5,7.7,13.1,0,1017.7,6.2,12,250,16,9.9,1508,16.05,1.9,2.6,5,5,-3.4,2008,"Sep",NA
2008-09-21,18,5.9,3.5,0,1017.3,4.5,11,360,16,7.7,1194,14.025,1.5,2.1,6.4,6.4,-1.7,2008,"Sep",NA
2008-09-22,14.3,5.5,4.2,0,1020.2,8.3,13,10,18,5.4,910,13.35,1.2,1.8,7.6,7.6,-0.4,2008,"Sep",NA
2008-09-23,14.3,3.8,2.4,0,1019.7,7,13,40,19,8.6,1207,12.05,1.3,1.9,8.8,8.8,0.9,2008,"Sep",NA
2008-09-24,15.3,6.4,3.1,0,1020.2,6.8,13,80,17,2,666,12.075,1.2,1.6,9.8,9.8,2.1,2008,"Sep",NA
2008-09-25,17.3,6.1,4.1,0.1,1023.4,4.9,11,120,14,5.7,1174,13.1,1.3,1.9,10.9,10.9,3.3,2008,"Sep",NA
2008-09-26,17.8,5.3,3,0,1023.8,5.5,11,140,16,6.1,1085,13.025,1.3,1.9,12.1,12.1,4.6,2008,"Sep",NA
2008-09-27,16.9,7.1,2.7,0.3,1020.4,6.8,11,260,16,6.9,1095,12.925,1.4,2,13.1,13.1,5.7,2008,"Sep",NA
2008-09-28,14.4,8,8.9,0.8,1017.1,6.2,11,320,16,4.9,1057,13.575,1.3,1.9,13.5,13.5,6.3,2008,"Sep",NA
2008-09-29,13.9,7.7,6.7,1.4,1008,15.7,24,260,30,0.8,603,11.875,1.1,1.7,13.1,13.1,6,2008,"Sep",NA
2008-09-30,14.9,10.1,10.5,13.3,994.2,19.5,28,260,38,1,595,12.475,1,1.6,0.7,0.7,-6.3,2008,"Sep",NA
2008-10-01,11.5,5.3,6.6,0.3,990.6,18.3,28,280,39,8.6,1163,10.625,1,1.9,1.4,1.4,-5.2,2008,"Oct",NA
2008-10-02,11,3.8,2.5,0.3,998.7,15.9,24,290,37,5.9,898,8.6,1.1,1.8,2.2,2.2,-4.1,2008,"Oct",NA
2008-10-03,10.3,3.1,1.7,0,1006.7,11.1,17,300,23,7.1,1064,7.95,1.4,2,3.6,3.6,-2.5,2008,"Oct",NA
2008-10-04,15.6,7.3,5.2,14.6,995.2,15.1,24,220,35,0,437,9.975,1.2,1.6,0,-9.9,-10,2008,"Oct",NA
2008-10-05,11.9,2.8,3,4,992,7.1,15,360,21,9.8,1231,10.125,1.1,1.6,0,-2.9,-10,2008,"Oct",NA
2008-10-06,16.2,1,-2.4,1,993,8.4,16,220,23,1.6,545,9.325,0.9,1.2,0,-0.1,-9.6,2008,"Oct",NA
2008-10-07,14,7.8,11,9.5,992.3,9.7,18,290,24,0,262,11.55,0.6,0.9,0,-8.9,-10,2008,"Oct",NA
2008-10-08,15.1,6.9,5.3,0.1,1007.2,8.2,14,260,18,9.8,1000,10.15,1.2,1.7,1.1,1.1,-8.4,2008,"Oct",NA
2008-10-09,15,6.3,0.3,1.1,1011.8,12.3,21,200,34,0.3,296,9.75,0.8,1.2,0.8,0.8,-8.3,2008,"Oct",NA
2008-10-10,16.3,10.7,12.2,10.5,1008.5,14.3,26,210,39,0.2,401,13.075,0.8,1.1,0,-8.9,-10,2008,"Oct",NA
2008-10-11,14.8,8,7.2,0.1,1011.5,6.5,15,270,21,2.9,774,12.3,1,1.3,0.9,0.9,-8.6,2008,"Oct",NA
2008-10-12,15.7,2.5,-0.5,0,1009.2,3.7,12,230,18,4.1,653,10.775,0.7,1,1.6,1.6,-7.5,2008,"Oct",NA
2008-10-13,17,7.8,6.7,0,1005.6,9.4,19,250,25,5.9,761,12.1,1.2,1.6,2.7,2.7,-5.9,2008,"Oct",NA
2008-10-14,12.2,6.2,5,15.5,1005.2,5.3,13,10,17,0,153,11.375,0.4,0.5,0,-10,-10,2008,"Oct",NA
2008-10-15,13.1,5,4.2,2,1001.8,10.7,18,260,23,1.6,427,9.825,0.8,1.1,0,-1.2,-10,2008,"Oct",NA
2008-10-16,12.2,5.3,3.7,0,1006.5,12.2,17,260,23,6.9,856,8.625,1,1.4,1,1,-8.5,2008,"Oct",NA
2008-10-17,12.2,5.4,4.3,0,1008.2,9,13,230,18,0.6,386,8.5,0.8,1.1,1.8,1.8,-7.3,2008,"Oct",NA
2008-10-18,14.3,7.5,5.2,0.6,1004.9,12.1,18,230,24,2.5,559,9.325,1,1.4,2.2,2.2,-6.5,2008,"Oct",NA
2008-10-19,14.8,10.5,8.8,0.2,995.8,17,26,200,39,0.1,250,10.4,1.2,1.6,3.2,3.2,-5.1,2008,"Oct",NA
2008-10-20,14.7,6.3,9.5,0.8,988.2,20.3,32,240,43,2.6,468,10.55,1.1,1.6,3.4,3.4,-4.6,2008,"Oct",NA
2008-10-21,10.9,3.9,2.6,0,997.8,14.6,21,260,26,8.3,859,7.9,1.2,1.7,4.6,4.6,-3.1,2008,"Oct",NA
2008-10-22,12.6,5.6,4.7,0,1005.7,14.4,20,200,29,6,747,8.225,1,1.5,5.6,5.6,-1.9,2008,"Oct",NA
2008-10-23,14.7,7.9,4.7,5.7,996.7,22.6,32,230,47,0.2,239,10.225,0.9,1.3,0.8,0.8,-6.7,2008,"Oct",NA
2008-10-24,12,6.2,5.2,0,1007.5,14.2,22,240,30,8.3,790,8.4,1.3,1.7,2.1,2.1,-5,2008,"Oct",NA
2008-10-25,13.8,8.9,7,11.1,1007,19.9,28,210,42,0,231,9.4,0.9,1.3,0,-8.1,-10,2008,"Oct",NA
2008-10-26,12.5,4.3,7.8,1.7,1001.7,17,26,260,36,6.3,711,9.8,0.4,0.8,0,-1.3,-10,2008,"Oct",NA
2008-10-27,8.4,1.8,1.3,0,1002.6,13.2,18,260,25,6.3,716,6.45,0.6,1,0.6,0.6,-8.9,2008,"Oct",NA
2008-10-28,5.3,-1.3,-0.3,0.3,1005,11.8,22,340,35,6.4,592,4.6,0.4,0.6,0.7,0.7,-8.4,2008,"Oct",NA
2008-10-29,6.3,-0.9,-3.5,8.8,993.4,9.8,15,140,21,0,151,3.6,0.3,0.5,0,-7.8,-10,2008,"Oct",NA
2008-10-30,7.3,2.7,0.1,4.2,990.7,14.8,24,30,35,2.3,244,5.1,0.6,0.9,0,-3.6,-10,2008,"Oct",NA
2008-10-31,8.2,2.1,0.5,0.1,1003.2,11.2,16,330,23,6.3,630,4.625,0.7,0.9,0.6,0.6,-8.9,2008,"Oct",NA
2008-11-01,8.3,2,0.5,5.1,1006.5,9.4,16,20,21,6,592,5.075,0.5,0.7,0,-4.1,-10,2008,"Nov",NA
2008-11-02,10.4,1.2,0.1,0,1010.5,7.3,12,320,17,7.4,706,5.625,0.4,0.6,0.4,0.4,-9.1,2008,"Nov",NA
2008-11-03,10.3,0.9,-1.8,0.1,1010.7,6.8,12,10,17,5.8,585,5.525,0.2,0.4,0.5,0.5,-8.5,2008,"Nov",NA
2008-11-04,10.2,5.4,1.7,0,1010.8,7.7,10,70,17,0,78,7.35,0.4,0.5,0.9,0.9,-7.7,2008,"Nov",NA
2008-11-05,11.4,7.3,5.5,0,1010.7,3.9,8,50,11,0,198,8.55,0.4,0.5,1.3,1.3,-6.9,2008,"Nov",NA
2008-11-06,10.5,7.9,7.2,0.3,998.7,9.1,23,140,32,1.8,339,8.75,0.5,0.6,1.4,1.4,-6.4,2008,"Nov",NA
2008-11-07,10.6,6.1,4.3,0.9,986.6,15.7,28,230,37,0.6,274,8.05,0.6,0.8,1.1,1.1,-6.4,2008,"Nov",NA
2008-11-08,12.5,4.3,1.8,10.7,984.2,13.9,30,250,40,2.4,271,8,0.7,0.9,0,-8.9,-10,2008,"Nov",NA
2008-11-09,7.5,2.4,1.4,2.1,985.7,16.8,24,230,36,2,289,5.725,0.6,0.9,0,-1.5,-10,2008,"Nov",NA
2008-11-10,8.9,3.1,1,1.2,983.7,20.3,27,240,38,6.9,538,5.3,0.7,1,0,-0.5,-10,2008,"Nov",NA
2008-11-11,9.6,4.2,3.6,0.9,993,19.3,26,260,35,5.1,500,5.775,0.8,1.1,0,-0.1,-9.6,2008,"Nov",NA
2008-11-12,9.2,3,1.9,0,1006.6,10.1,16,270,20,2.8,308,5.225,0.3,0.5,0.3,0.3,-8.8,2008,"Nov",NA
2008-11-13,12.1,7.9,4,6.8,1008.3,17.6,26,260,34,0,127,8.025,0.6,0.8,0,-5.9,-10,2008,"Nov",NA
2008-11-14,13.1,11,10.1,0.2,1010.2,18.2,27,240,39,3,375,9.825,0.6,0.8,0.4,0.4,-9.1,2008,"Nov",NA
2008-11-15,12.3,9.3,9.9,1.5,1013.7,9.3,21,220,29,1.2,291,10.05,0.2,0.4,0,-0.8,-9.9,2008,"Nov",NA
2008-11-16,9.8,6.9,7.3,3.1,1020.9,4.1,10,140,13,0.6,294,9.225,0.3,0.4,0,-2.8,-10,2008,"Nov",NA
2008-11-17,11,8.2,5.3,1.7,1013.7,12.5,22,300,30,0,118,9.075,0.5,0.7,0,-1.2,-10,2008,"Nov",NA
2008-11-18,10.6,6.4,5.4,0,1010.9,12.1,19,270,24,2.4,310,8.275,0.2,0.3,0.2,0.2,-9.3,2008,"Nov",NA
2008-11-19,11.8,6.5,5.5,0,1013.3,17.8,23,250,32,0,178,8.025,0.3,0.5,0.5,0.5,-8.5,2008,"Nov",NA
2008-11-20,11.9,9.3,6.9,0.2,1009.6,17.5,24,270,32,3.9,372,9.35,0.5,0.6,0.8,0.8,-7.8,2008,"Nov",NA
2008-11-21,10.2,5.2,5.9,0.6,1010.8,13.8,20,290,31,2.3,345,8.325,0.3,0.3,0.4,0.4,-7.8,2008,"Nov",NA
2008-11-22,7.6,4.8,4.4,1,1008.8,10.3,19,300,28,0.8,202,6.95,0.3,0.4,0,-0.3,-8.1,2008,"Nov",NA
2008-11-23,10.3,2.5,4,2.9,993.2,18.1,27,290,41,2.4,287,6.525,0.2,0.3,0,-2.7,-10,2008,"Nov",NA
2008-11-24,6.9,0.3,1.6,4.3,996.7,15.2,24,10,40,0.6,163,5.375,0.3,0.5,0,-4,-10,2008,"Nov",NA
2008-11-25,8.3,0.9,-2.5,0.1,1015.7,10.9,18,260,22,4.9,381,4.125,0.1,0.1,0,0,-9.5,2008,"Nov",NA
2008-11-26,10.5,7.8,2.3,0.1,1012.2,13.7,20,230,30,0.9,220,7.5,0.3,0.4,0.2,0.2,-8.9,2008,"Nov",NA
2008-11-27,9.4,2.6,6.6,0.7,997.9,16.5,24,230,32,5.1,362,6.9,0.4,0.4,0,-0.2,-8.8,2008,"Nov",NA
2008-11-28,5.1,-0.4,-4.1,0,987.7,7.6,15,240,19,7,392,3.725,0.1,0.2,0.1,0.1,-8.2,2008,"Nov",NA
