"date","maxtp","mintp","gmin","rain","cbl","wdsp","hm","ddhm","hg","sun","g_rad","soil","pe","evap","smd_wd","smd_md","smd_pd","year","month","season"
2012-08-06,18.2,10.9,10.6,0.4,1000.2,8.2,15,280,19,2.7,1306,15.55,2.2,3.1,8.9,8.9,2.4,2012,"Aug",NA
2012-08-07,17.8,9.3,11.9,0.1,1007.2,6.2,13,260,17,1.9,1061,16.5,1,1.3,9.6,9.6,3.3,2012,"Aug",NA
2012-08-08,18.4,8.1,5.6,0,1013,5.2,8,110,13,5.8,1695,17.025,2.3,3.2,11.7,11.7,5.6,2012,"Aug",NA
2012-08-09,21,12,11.2,0.2,1016.5,4.4,9,120,11,3.7,1552,18.65,1.2,1.5,12.6,12.6,6.6,2012,"Aug",NA
2012-08-10,21.2,10,7.1,0,1015.3,6.6,11,90,15,14.5,2481,19.7,3.3,4.7,15.5,15.5,9.9,2012,"Aug",NA
2012-08-11,19.8,11.8,8.9,0.6,1007.7,9.1,17,120,23,4.4,1754,19.55,2.6,3.8,17.1,17.1,11.9,2012,"Aug",NA
2012-08-12,18.4,13.9,12.5,3.1,999.2,10.2,17,140,23,1.7,854,17.825,1.6,2.3,15.4,15.4,10.3,2012,"Aug",NA
2012-08-13,22.1,15,14.4,4.5,993.4,11.8,24,140,34,4.4,1225,18.5,1.8,2.2,12.4,12.4,7.6,2012,"Aug",NA
2012-08-14,21.3,14.1,11.2,1.6,996.8,8.9,17,140,22,8.3,1632,18.45,1.7,2.1,12.3,12.3,7.7,2012,"Aug",NA
2012-08-15,17.9,14.3,13.2,14.5,989.6,17.4,32,150,41,0.8,533,16.675,1.3,1.8,0,-1.1,-5.5,2012,"Aug",NA
2012-08-16,20.2,14.2,11.4,7.3,991.8,14.3,22,130,35,5,1205,16.3,2.3,2.8,0,-5,-10,2012,"Aug",NA
2012-08-17,20.8,14.5,13.7,4.1,994.2,8.5,21,140,26,2.1,1196,17.775,2.2,2.5,0,-1.9,-10,2012,"Aug",NA
2012-08-18,21.8,15.8,13.4,0,1000.7,8,14,240,19,9.1,1976,18.95,2,2.5,2,2,-7.5,2012,"Aug",NA
2012-08-19,20.1,12.2,7.5,0,1004.7,8,14,140,20,3.1,1176,17.65,1.4,1.8,3.4,3.4,-5.7,2012,"Aug",NA
2012-08-20,22.2,12.2,8.2,2.6,1006,8.1,14,240,20,11.8,1740,18.45,2.1,2.6,2.8,2.8,-5.9,2012,"Aug",NA
2012-08-21,20.4,12.6,9.6,1.7,1003.9,10.5,24,240,35,9.5,1614,17.725,2.7,3.9,3.8,3.8,-4.6,2012,"Aug",NA
2012-08-22,19.4,12.5,10.4,3,1004.2,12.6,21,250,34,8.5,1418,16.05,1.9,2.4,2.5,2.5,-5.6,2012,"Aug",NA
2012-08-23,17.7,11.6,10.7,0,1000.6,7.5,12,200,18,0.4,969,15.425,1.3,1.6,3.8,3.8,-4,2012,"Aug",NA
2012-08-24,15.4,11.1,9,3.2,992.2,10,17,130,24,0,550,14.9,1.1,1.6,1.8,1.8,-5.8,2012,"Aug",NA
2012-08-25,18.4,9.9,12.6,3.1,995.2,10.2,16,320,22,2.6,1085,15.525,1.9,2.7,0.6,0.6,-6.7,2012,"Aug",NA
2012-08-26,18.6,8.7,5.9,0.1,1002.7,9.2,14,150,21,8.4,1658,14.8,1.6,2.1,1.5,1.5,0.4,2012,"Aug",NA
2012-08-27,18.9,12.4,11,10.4,994.5,12.2,20,280,29,1,594,15.8,1.2,1.5,0,-7.3,-10,2012,"Aug",NA
2012-08-28,17.7,10.9,8.1,0.1,996.5,12.2,19,210,27,6.5,1350,14.375,2.4,3.4,2.3,2.3,-7.2,2012,"Aug",NA
2012-08-29,18.6,11.3,10.4,5.6,994.9,8.8,19,200,30,3.6,1194,15,2.2,3,0,-1.1,-10,2012,"Aug",NA
2012-08-30,16.7,7,7.5,0.1,1009.4,11,20,330,28,9.3,1584,14.025,2.2,3.3,2.1,2.1,-7.4,2012,"Aug",NA
2012-08-31,16.3,7.2,2.3,0.5,1018.2,11.4,19,260,28,0.1,641,12.875,1.2,1.8,2.8,2.8,-6.3,2012,"Aug",NA
2012-09-01,20,12.8,10.9,0,1012.8,15.3,20,240,27,6.5,1686,15.525,2.7,4,5.4,5.4,-3.3,2012,"Sep",NA
2012-09-02,19.5,12.5,14.1,0.6,1013.6,8.4,14,240,20,7.2,1541,17.1,2.2,3.2,6.9,6.9,-1.6,2012,"Sep",NA
2012-09-03,22.2,11.3,8,0,1014.5,8.3,14,250,20,7.4,1518,17.025,2.5,3.4,9.2,9.2,1,2012,"Sep",NA
2012-09-04,18.5,7.7,12.9,0.4,1015.2,10.1,18,260,24,8.5,1632,17.625,1.8,2.8,10.4,10.4,2.3,2012,"Sep",NA
2012-09-05,17.9,7.3,2.5,0,1019.8,6.4,9,310,16,10.1,1609,15.325,2.2,3.1,12.4,12.4,4.5,2012,"Sep",NA
2012-09-06,20.4,8.9,4.3,0,1016,12.4,21,260,27,10.6,1827,15.925,2.9,4.1,14.9,14.9,7.4,2012,"Sep",NA
2012-09-07,20.7,12.6,11.9,0,1013.3,11.9,20,250,26,6.3,1523,17.575,2.2,3.3,16.9,16.9,9.6,2012,"Sep",NA
2012-09-08,21,6.1,12,0,1007,5.5,12,120,16,9.7,1683,18.875,2.2,3,18.7,18.7,11.8,2012,"Sep",NA
2012-09-09,19.9,5.8,2.5,0,996,9.4,19,200,27,1.7,731,15.575,1.6,2.2,20,20,13.4,2012,"Sep",NA
2012-09-10,15.5,9.4,13.1,7,995.1,8.2,14,230,19,0.1,460,15.075,0.9,1.3,13.7,13.7,7.2,2012,"Sep",NA
2012-09-11,13.5,7,5.1,0.2,1001.3,14.5,21,270,30,9.8,1475,12.225,1.9,3,15.2,15.2,8.9,2012,"Sep",NA
2012-09-12,16.4,6.4,7.4,0.7,1006,13,21,260,28,6,1220,12.9,1.4,2.3,15.7,15.7,9.6,2012,"Sep",NA
2012-09-13,17.9,6,2.6,0,1005,15.9,30,260,41,5.8,1118,12.9,1.9,2.9,17.3,17.3,11.5,2012,"Sep",NA
2012-09-14,16.9,10.5,9.9,0.2,1003.2,16.8,25,260,35,7.4,1357,14.2,2,3.1,18.8,18.8,13.2,2012,"Sep",NA
2012-09-15,16.3,11.3,6.9,0,1004.8,11.3,17,270,23,0.1,519,13.625,1.6,2,20.1,20.1,14.7,2012,"Sep",NA
2012-09-16,17.5,9.2,10.4,3,998.9,14.3,29,260,37,3.6,951,13.75,1.6,2.4,18.4,18.4,13.3,2012,"Sep",NA
2012-09-17,14.8,8.7,6.4,0.1,998,14.2,24,260,33,5.4,1074,12.125,1.7,2.6,19.7,19.7,14.8,2012,"Sep",NA
2012-09-18,13.7,6.4,4.5,0.1,1005.1,13.7,21,290,28,10.1,1455,11.4,1.9,3,21.2,21.2,16.6,2012,"Sep",NA
2012-09-19,15.2,4.6,3.3,0.1,1011,10.9,15,250,20,6.3,1158,11.25,1.6,2.4,22.4,22.4,18,2012,"Sep",NA
2012-09-20,15.2,9.9,8.8,0.2,1007,12.3,20,260,28,0.2,628,12.6,1.3,1.8,23.3,23.3,19,2012,"Sep",NA
2012-09-21,12.7,1.3,5.8,5.7,1008,8.3,16,10,21,7.3,1202,12.2,1,1.6,18.3,18.3,14.2,2012,"Sep",NA
2012-09-22,13.3,0.5,-3.7,0,1008.8,6.7,14,150,21,7.1,1314,9.65,1.4,2,19.5,19.5,15.5,2012,"Sep",NA
2012-09-23,13.7,1.2,-3.2,0,997.6,8.8,19,80,26,0.9,666,9.175,1.1,1.5,20.4,20.4,16.5,2012,"Sep",NA
2012-09-24,10.4,8.2,4.1,37.9,982.3,11.8,20,80,30,0,160,10.15,0.6,0.9,0,-10,-10,2012,"Sep",NA
2012-09-25,11,8.2,7.8,13,975.2,14.8,23,330,33,0,298,9.95,0.7,1.1,0,-10,-10,2012,"Sep",NA
2012-09-26,14.6,7.5,8.3,11.4,986.4,16.5,26,20,38,5.8,966,11.275,1.4,2.2,0,-10,-10,2012,"Sep",NA
2012-09-27,13.6,6.8,5.7,0,998.2,11,16,240,23,1.2,801,10.4,1.2,1.8,1.2,1.2,-8.3,2012,"Sep",NA
2012-09-28,14.5,7.2,8,0.9,1000.3,13.7,21,270,27,4.4,901,10.95,1.4,2.1,1.7,1.7,-7.3,2012,"Sep",NA
2012-09-29,14.4,5.9,4.4,0,1006,13.8,20,230,29,6.5,1053,9.95,1.5,2.2,3.2,3.2,-5.5,2012,"Sep",NA
2012-09-30,15.7,10.2,10.3,1.9,1000.4,14.3,21,230,32,2.1,567,12.125,1.2,1.7,2.4,2.4,-5.9,2012,"Sep",NA
2012-10-01,14.4,9,6.5,1.8,996.1,12.5,22,250,32,3.7,768,11.075,1.6,2.1,2.2,2.2,-5.9,2012,"Oct",NA
2012-10-02,14.7,7.5,6.9,0.8,990.5,14.7,24,240,34,4.4,834,10.35,1.6,2.3,2.9,2.9,-4.8,2012,"Oct",NA
2012-10-03,11.8,6.6,5,3,990.7,13,24,260,35,2.5,742,9.15,1,1.6,1,1,-6.5,2012,"Oct",NA
2012-10-04,13.3,5.9,3.9,1.2,993.5,9.8,20,240,32,3.7,781,9.675,1.1,1.6,0.9,0.9,-6.2,2012,"Oct",NA
2012-10-05,11.8,5.4,5,0,995,11.4,19,260,26,3.5,640,9.3,1,1.5,1.9,1.9,-4.9,2012,"Oct",NA
2012-10-06,13.8,3.6,1.1,0,1004.6,7.4,12,260,15,7.6,1062,9.225,1.1,1.6,2.9,2.9,-3.6,2012,"Oct",NA
2012-10-07,12.6,0.8,-3,0,1010.3,6.2,12,120,16,4.4,801,9,0.8,1.1,3.7,3.7,-2.6,2012,"Oct",NA
2012-10-08,11.9,6.4,5.9,3.8,1006.3,8.8,16,40,21,0,351,10.15,0.7,1,0.6,0.6,-5.6,2012,"Oct",NA
2012-10-09,12.4,2,-1.8,0,1006.1,5.6,12,80,16,4.5,752,8.45,0.7,1.1,1.3,1.3,-4.6,2012,"Oct",NA
2012-10-10,14,2.9,-2.4,0.2,1000.2,7.6,16,140,21,0,201,9.4,0.5,0.7,1.6,1.6,-4,2012,"Oct",NA
2012-10-11,13.3,5.5,11.2,9.3,991.8,12.4,19,320,28,0,245,11.25,0.5,0.8,0,-7.1,-10,2012,"Oct",NA
2012-10-12,11.9,3.4,1.2,1.2,995.1,11.2,17,270,24,8.4,1064,8.45,1.1,1.6,0,-0.1,-9.6,2012,"Oct",NA
2012-10-13,11.5,2.1,-0.1,0.6,994.5,8.7,14,280,21,6.6,967,7.525,0.9,1.3,0.3,0.3,-8.8,2012,"Oct",NA
2012-10-14,10.4,4.9,-1.7,5.1,993.3,7.7,13,260,16,0,323,7.775,0.6,0.8,0,-4.3,-10,2012,"Oct",NA
2012-10-15,9.8,4.7,1.2,5.6,985.8,7.4,18,230,24,1.7,598,8.7,0.5,0.8,0,-5.1,-10,2012,"Oct",NA
2012-10-16,12.1,4.8,4.1,2.2,982.5,12.4,27,260,37,7.2,920,8.825,1,1.5,0,-1.2,-10,2012,"Oct",NA
2012-10-17,12.8,6.7,-1.8,21.6,978.7,13,21,90,32,1.1,448,9.25,0.9,1.3,0,-10,-10,2012,"Oct",NA
2012-10-18,13.8,5,5.4,4.5,984.2,6.2,16,150,23,3.5,400,9.525,0.7,1,0,-3.8,-10,2012,"Oct",NA
2012-10-19,12.3,3.3,-0.2,0,995.2,3.4,7,290,9,0.2,299,9.475,0.5,0.7,0.5,0.5,-9,2012,"Oct",NA
2012-10-20,14.5,7.3,7.4,0,1002,5.8,12,220,19,3.8,580,10.325,0.9,1.2,1.4,1.4,-7.6,2012,"Oct",NA
2012-10-21,13.4,3.5,-2,0,1008,6.4,13,130,19,4.8,607,8.725,0.6,0.9,2,2,-6.6,2012,"Oct",NA
2012-10-22,13.9,4.6,-0.6,0,1012.2,5.4,9,80,13,3.2,512,9.45,0.5,0.8,2.5,2.5,-5.8,2012,"Oct",NA
2012-10-23,12.2,11,11,1.4,1015.8,8.7,12,40,18,0,122,11.15,0.4,0.6,1.6,1.6,-6.4,2012,"Oct",NA
2012-10-24,12.6,11.1,10.6,1,1012.9,12,17,50,22,0,135,11.375,0.5,0.7,1,1,-6.6,2012,"Oct",NA
2012-10-25,11.9,9,10,0.1,1009,14.1,20,80,29,0,215,10.825,1,1.3,2,2,-5.4,2012,"Oct",NA
2012-10-26,9,1.5,4.9,1.4,1010.3,13,20,10,28,2.3,492,8,1,1.4,1.6,1.6,-5.5,2012,"Oct",NA
2012-10-27,7.9,-0.6,-3.3,0,1013.3,10.9,18,250,25,7.7,813,5.3,0.8,1,2.3,2.3,-4.5,2012,"Oct",NA
2012-10-28,8.2,5.8,4.1,2.5,1002,15.2,20,260,29,0,190,7.325,0.7,1.1,0.6,0.6,-6,2012,"Oct",NA
2012-10-29,9.8,2.6,-0.8,0,997.9,7.8,13,340,19,1.6,360,7.4,0.5,0.7,1.1,1.1,-5.2,2012,"Oct",NA
2012-10-30,9,2.3,-1.4,0,989.7,13.5,19,230,27,0.4,383,6.275,0.6,0.9,1.7,1.7,-4.3,2012,"Oct",NA
2012-10-31,8.5,2.4,5.1,3.7,972.4,11.2,20,230,30,0,233,6.725,0.6,0.8,0,-1.5,-7.2,2012,"Oct",NA
2012-11-01,7.1,0.1,-2.1,1,968.1,14.5,22,250,31,5.4,638,4.875,0.5,0.8,0,-0.5,-7.3,2012,"Nov",NA
2012-11-02,8.7,2.6,1.5,0,975.6,15.5,27,260,40,5.2,644,5.05,0.9,1.2,0.9,0.9,-6.1,2012,"Nov",NA
2012-11-03,7.6,1.2,-1.8,0,980.4,11.5,21,250,28,8.4,710,4.2,0.8,1,1.7,1.7,-5,2012,"Nov",NA
2012-11-04,8,5.2,1.8,5.3,984,11,18,80,26,0.1,140,5.025,1,1.2,0,-2.7,-9.1,2012,"Nov",NA
2012-11-05,9.4,0.3,-1.7,0,1000,9.3,13,70,22,8.2,635,4.9,0.5,0.6,0.5,0.5,-8.1,2012,"Nov",NA
2012-11-06,11.1,2.2,-0.4,0,1011.8,15.9,21,290,29,2.7,463,5.95,0.7,1,1.2,1.2,-7,2012,"Nov",NA
2012-11-07,10.9,7.7,5.5,0,1011.2,16.4,22,240,32,3.7,445,7.675,0.8,1.1,2,2,-5.9,2012,"Nov",NA
2012-11-08,11,6.6,4.5,0,1004.7,12.4,19,260,25,5,476,7.8,0,0,2,2,-5.6,2012,"Nov",NA
2012-11-09,10.2,5.3,5.5,5.5,993.4,12.7,18,270,26,0,182,7.525,0.7,0.9,0,-2.8,-10,2012,"Nov",NA
2012-11-10,8.2,1.9,0.1,0,988,10.3,16,260,21,2.3,330,5.275,0.5,0.6,0.5,0.5,-9,2012,"Nov",NA
2012-11-11,9,1.5,-0.4,0.9,999.1,8.8,14,270,18,4.3,475,4.775,0.4,0.5,0,-0.1,-9.1,2012,"Nov",NA
2012-11-12,13.6,6,5,3.2,1003,10.6,19,240,28,0.1,232,8.175,0.6,0.8,0,-2.6,-10,2012,"Nov",NA
2012-11-13,13.6,11.8,10.4,2.8,1006.8,15.6,25,220,35,0,239,10.1,0.9,1.1,0,-1.9,-10,2012,"Nov",NA
2012-11-14,13.4,7.8,8.7,0.1,1011.7,8.8,15,220,23,1.1,367,9.95,0.5,0.6,0.4,0.4,-9.1,2012,"Nov",NA
2012-11-15,12.9,6.2,3.1,0,1010.3,5,11,230,15,2.9,368,9,0.4,0.6,0.8,0.8,-8.2,2012,"Nov",NA
2012-11-16,8.1,2.8,-1.4,0.3,1002,4.7,11,260,14,0.1,133,7.175,0.3,0.4,0.8,0.8,-7.8,2012,"Nov",NA
2012-11-17,7.9,2.8,-0.6,0.1,998.4,10.9,17,260,23,6.4,475,6.2,0.3,0.4,1,1,-7.2,2012,"Nov",NA
2012-11-18,11.4,1,-3,5.5,995.7,9.4,24,150,33,0.7,250,4.35,0.7,0.8,0,-3.8,-10,2012,"Nov",NA
2012-11-19,14.2,9.5,3.6,1.2,986.6,14.6,23,190,36,1.1,209,8.5,1,1.2,0,-0.2,-9.7,2012,"Nov",NA
2012-11-20,13.4,6.4,7.4,0,988.5,12.3,27,210,34,5,382,8.375,0.8,0.9,0.8,0.8,-8.4,2012,"Nov",NA
2012-11-21,10.7,4.1,-1.1,1.8,993.6,7.7,18,210,25,6.3,451,6.45,0.1,0.1,0,-1.7,-1.7,2012,"Nov",NA
2012-11-22,12.4,5.1,2.8,5.9,987.2,14.8,28,200,41,0.1,90,7.125,1.1,1.4,0,-4.8,-10,2012,"Nov",NA
2012-11-23,8,2,1.9,0,996,11.6,19,240,29,6.5,440,5,0.3,0.2,0.3,0.3,-5.8,2012,"Nov",NA
2012-11-24,6,-2.4,-6.7,8,997.3,5.5,15,310,21,0,134,3.175,0.2,0.3,0,-7.5,-10,2012,"Nov",NA
2012-11-25,5.9,0.2,-3.1,21.6,990.4,10.2,22,40,30,2.2,206,4.175,0.1,0.2,0,-10,-10,2012,"Nov",NA
2012-11-26,7.4,4.2,0.6,8.8,995.3,16.5,21,330,33,2.1,243,4.925,0.7,0.9,0,-8.1,-10,2012,"Nov",NA
2012-11-27,6.8,0.2,1.2,0,1005.2,12.3,19,320,26,5.2,360,3.7,0.3,0.2,0.3,0.3,-9.2,2012,"Nov",NA
2012-11-28,5.6,-0.7,-3.7,0,1010.3,8.5,14,320,20,7.1,411,2.4,0,0,0.3,0.3,-8.7,2012,"Nov",NA
2012-11-29,4.7,-1.2,-4,0,1005.5,6.5,11,270,12,1.4,257,2.075,0.2,0.3,0.5,0.5,-8.1,2012,"Nov",NA
2012-11-30,7.7,-0.6,-2.4,0,1002.8,5,9,310,12,4.3,368,2.625,0.1,0.1,0.6,0.6,-7.6,2012,"Nov",NA
2012-12-01,5.5,-0.2,-4.5,0,1007.2,9.5,15,260,20,6.6,378,2.8,0.1,0.1,0.7,0.7,-7.2,2012,"Dec",NA
2012-12-02,9.8,-0.4,-4,4,1002.2,7.2,16,250,22,0.2,108,2.625,0.2,0.3,0,-3.1,-10,2012,"Dec",NA
2012-12-03,9.8,2,0,0.4,996,16,23,260,30,5.6,337,4.65,0,0.1,0,-0.4,-9.9,2012,"Dec",NA
2012-12-04,5.9,1.6,-0.2,0,993.7,14,22,260,28,2.7,255,2.95,0.4,0.5,0.4,0.4,-9,2012,"Dec",NA
2012-12-05,3.9,-1.2,-4.9,0.6,1001.6,8.7,15,360,20,6.5,360,2.575,0,0,0,-0.2,-9.2,2012,"Dec",NA
2012-12-06,6.5,0,-3.7,7.3,997.1,14.4,25,270,35,0,95,2.475,0.2,0.2,0,-7.1,-10,2012,"Dec",NA
2012-12-07,7.4,0.8,-0.2,0.1,1001.3,15,21,270,32,6.6,328,2.75,0.5,0.5,0.4,0.4,-9.1,2012,"Dec",NA
2012-12-08,7.3,-0.2,-3.4,0,1014.3,13.1,21,260,27,1.6,218,2.7,0.2,0.3,0.6,0.6,-8.4,2012,"Dec",NA
2012-12-09,8,-0.4,0.5,0,1012.3,13.2,20,250,28,1.3,180,4.6,0.2,0.3,0.9,0.9,-7.8,2012,"Dec",NA
2012-12-10,6.1,-2.7,-7.2,0,1016.5,6.2,10,270,14,4.4,283,1.775,0,0,0.9,0.9,-7.4,2012,"Dec",NA
2012-12-11,5.5,-3.3,-8.9,0,1016.7,4,8,100,11,4.5,253,1.1,0,0,0.9,0.9,-7,2012,"Dec",NA
2012-12-12,6.2,0.5,-6.9,1.3,1005.2,7,13,140,18,0,67,1.35,0.2,0.2,0,-0.3,-7.8,2012,"Dec",NA
2012-12-13,5.2,-0.1,-4.2,0.1,989.2,10.7,17,130,24,0.9,184,2.4,0.3,0.4,0.2,0.2,-7.2,2012,"Dec",NA
2012-12-14,8.1,4.8,1.1,4.3,971.1,17.4,24,120,33,0,50,4.45,0.4,0.6,0,-3.7,-10,2012,"Dec",NA
2012-12-15,9.1,5.3,3.8,0,974.3,11.7,19,230,24,2.3,221,4.475,0.5,0.6,0.5,0.5,-9,2012,"Dec",NA
2012-12-16,9.8,5.1,2.5,2.5,981.6,9.2,16,230,24,3.1,205,3.875,0.5,0.6,0,-1.5,-10,2012,"Dec",NA
2012-12-17,8.3,4.9,3.7,2.2,990.5,13.4,21,250,30,2.2,235,4.9,0.1,0,0,-2.1,-10,2012,"Dec",NA
2012-12-18,7.4,-0.3,-2.2,0,1003.1,7.9,23,120,33,2.3,255,3.85,0.1,0.1,0.1,0.1,-9.4,2012,"Dec",NA
2012-12-19,9.1,6.9,-0.4,4.5,998,16,29,140,39,0,62,5.625,0.6,0.9,0,-3.8,-10,2012,"Dec",NA
2012-12-20,8.3,5.9,6.3,2.4,990.1,7.8,12,140,16,0,103,6.525,0.2,0.3,0,-2.2,-10,2012,"Dec",NA
2012-12-21,8.5,3.7,5.2,2.1,996,7,18,130,25,0.2,151,6.075,0.2,0.3,0,-1.9,-10,2012,"Dec",NA
2012-12-22,13.8,7.7,-1.1,6.6,986.2,12.8,22,140,32,0,71,7.875,0.5,0.6,0,-6.1,-10,2012,"Dec",NA
2012-12-23,12.9,6.6,5.3,0,983.6,20.4,40,230,53,4.8,338,7.275,0.9,0.9,0.9,0.9,-8.6,2012,"Dec",NA
2012-12-24,9.2,5.7,4.5,0.6,984.4,7.2,13,220,20,0.7,139,6.025,0.2,0.2,0.5,0.5,-8.6,2012,"Dec",NA
2012-12-25,7.3,3.4,1.9,0.7,983,10.5,18,250,23,3,237,5.175,0,0,0,-0.2,-8.8,2012,"Dec",NA
2012-12-26,8.9,4.4,1.4,3,986.5,16.6,30,240,41,0.6,100,4.525,0.7,1,0,-2.3,-10,2012,"Dec",NA
2012-12-27,7,3.1,2,1.2,994,10.1,20,240,26,4.7,294,4.3,0.2,0.2,0,-1,-10,2012,"Dec",NA
2012-12-28,12.7,5.2,2.3,4.3,992.6,18.6,30,230,47,0,96,6.75,0.9,1.2,0,-3.4,-10,2012,"Dec",NA
2012-12-29,10.1,2,4.9,1.4,983.8,14.9,22,230,32,1.8,220,6.45,0.4,0.5,0,-1,-10,2012,"Dec",NA
2012-12-30,10.8,2,0.4,1.4,989.5,19.5,31,230,42,1.5,201,4.475,0.4,0.5,0,-1,-10,2012,"Dec",NA
2012-12-31,11,2.6,3.1,1.3,984.7,17.7,29,210,43,1.3,163,6.5,0.5,0.7,0,-0.8,-10,2012,"Dec",NA
2013-01-01,6.1,1.6,0.1,0,998.8,14.8,19,250,26,2.6,245,3.525,0.5,0.5,0.5,0.5,-9,2013,"Jan",NA
2013-01-02,12,5.4,0.6,0,1011.2,15.8,23,250,31,0,122,6.55,0.6,0.8,1.1,1.1,-8,2013,"Jan",NA
2013-01-03,12.6,10.3,9,0,1019.2,11.5,17,240,24,0.1,181,8.825,0.6,0.7,1.6,1.6,-7,2013,"Jan",NA
2013-01-04,10.7,4.4,5.2,0,1022.7,7.6,17,220,23,4.3,286,8.025,0.1,0.2,1.8,1.8,-6.5,2013,"Jan",NA
2013-01-05,11.8,2.9,-0.8,0,1019.3,8.5,18,220,26,0.3,139,6.875,0.3,0.4,2.1,2.1,-5.9,2013,"Jan",NA
2013-01-06,10.9,2.4,-1.4,0,1016.8,6.9,14,120,22,0,101,6.975,0.4,0.5,2.4,2.4,-5.2,2013,"Jan",NA
2013-01-07,11.6,8.4,6.7,2.6,1009.6,8.7,17,210,24,0,67,8.05,0.6,0.7,0.4,0.4,-7,2013,"Jan",NA
2013-01-08,12.2,1.3,8.5,0.4,1010.2,9.2,15,250,21,2.5,189,8.275,0.2,0.3,0.2,0.2,-6.8,2013,"Jan",NA
2013-01-09,8.2,-2.6,-5.8,0,1010.9,4.3,8,260,11,6.7,387,3.625,0.1,0.1,0.3,0.3,-6.4,2013,"Jan",NA
2013-01-10,6.8,-2.6,-7.2,2,1005.3,7.2,18,250,23,0.1,122,2.95,0.2,0.3,0,-1.5,-7.9,2013,"Jan",NA
2013-01-11,7.4,-1.3,-6,0.1,1003.1,6.7,11,140,18,1,190,3.175,0.2,0.2,0.1,0.1,-7.4,2013,"Jan",NA
2013-01-12,7.4,1.1,-1.4,1.2,1003,9.8,15,80,20,0.2,150,4.2,0.4,0.5,0,-0.8,-7.9,2013,"Jan",NA
2013-01-13,3.1,-2.4,-7,1,1009.5,7.9,14,260,18,0,124,2.425,0.2,0.3,0,-0.8,-8.3,2013,"Jan",NA
2013-01-14,5.7,0.8,-2.7,1.4,1004.9,12.8,18,310,26,3.3,270,3.35,0.3,0.4,0,-1.1,-9.1,2013,"Jan",NA
2013-01-15,4.2,-1,-2.6,0,1000.1,7.7,14,290,16,3.6,304,1.9,0.2,0.2,0.2,0.2,-8.4,2013,"Jan",NA
2013-01-16,5.3,3.6,-4.3,4,998.8,9.5,15,140,21,0,90,3,0.4,0.5,0,-3.5,-10,2013,"Jan",NA
2013-01-17,7.8,4.3,2.5,1.1,995.9,13.6,28,140,39,0.2,140,4.75,0.3,0.5,0,-0.8,-10,2013,"Jan",NA
2013-01-18,5.1,1.4,0.8,29.4,985.5,23.4,31,130,43,0,70,3.65,0.3,0.5,0,-10,-10,2013,"Jan",NA
2013-01-19,3.7,1.2,0.5,3.7,986.9,9.9,19,140,26,0,67,3.025,0.4,0.6,0,-3.3,-10,2013,"Jan",NA
2013-01-20,2.6,1.6,0.5,0.1,988.2,11.5,16,110,22,0,76,2.1,0.9,1.1,0.8,0.8,-8.7,2013,"Jan",NA
2013-01-21,2.6,-1.9,-0.4,8.3,983.9,5.7,12,100,17,0,195,1.6,0.2,0.3,0,-7.4,-10,2013,"Jan",NA
2013-01-22,2,-5.3,-10.3,0,990.8,3,7,60,9,0.4,251,0.925,0.1,0.2,0.1,0.1,-9.4,2013,"Jan",NA
2013-01-23,3.9,-1.4,-4.8,0,998.5,6.7,14,120,19,0.1,149,1.425,0.4,0.5,0.5,0.5,-8.5,2013,"Jan",NA
2013-01-24,5.2,1.1,-0.1,0,1003.3,6.3,14,150,21,0,133,2.35,0.4,0.6,0.9,0.9,-7.7,2013,"Jan",NA
2013-01-25,8.2,4.6,1.7,20.4,993.4,12.9,22,290,31,0,73,4.25,0.5,0.8,0,-10,-10,2013,"Jan",NA
2013-01-26,12,2,-0.2,2,983.4,13.6,24,200,38,0.4,222,4.175,0.7,0.9,0,-1.3,-10,2013,"Jan",NA
2013-01-27,11.7,2,1.4,3.8,978.9,20.5,35,240,50,4.5,421,4.725,0.6,0.9,0,-3.2,-10,2013,"Jan",NA
2013-01-28,10.8,2.4,0,0.7,982.1,21.3,35,200,55,1.1,249,3.675,1.2,1.7,0.5,0.5,-9,2013,"Jan",NA
2013-01-29,13.8,6.1,4,2.5,981.6,18.3,39,260,56,0,230,5.975,1,1.3,0,-1,-10,2013,"Jan",NA
2013-01-30,8.9,4.9,3.4,3.8,991.3,19.6,36,240,53,1.1,253,5.1,1.1,1.5,0,-2.7,-10,2013,"Jan",NA
2013-01-31,9.8,4.2,2.3,5.9,993,20.6,30,250,46,4.5,413,4.725,1,1.4,0,-4.9,-10,2013,"Jan",NA
2013-02-01,6.6,0.3,1.3,0.1,994,16.9,27,250,39,1.1,287,3.85,0.6,0.9,0.5,0.5,-9,2013,"Feb",NA
2013-02-02,6.1,-1,-4.5,0,1008.7,7.8,11,290,17,7.9,651,2.475,0.5,0.6,0.9,0.9,-8.1,2013,"Feb",NA
2013-02-03,10.3,4.2,-4.1,2.5,1005.3,18.6,24,250,33,0.2,294,5.3,0.7,1.1,0,-0.8,-9.5,2013,"Feb",NA
2013-02-04,9.6,0.5,2.8,3.1,998.6,22.7,30,250,41,3.7,517,5.625,0.4,0.7,0,-2.7,-10,2013,"Feb",NA
2013-02-05,6.7,-0.3,-1.9,0.4,991.4,21.4,31,260,41,2.6,425,3.05,0.7,1.1,0.3,0.3,-9.2,2013,"Feb",NA
